year,category,prize,motivation,prize_share,laureate_type,full_name,birth_date,birth_city,birth_country,birth_country_current,sex,organization_name,organization_city,organization_country,ISO,winning_age
1963,Physics,The Nobel Prize in Physics 1963,"""for their discoveries concerning nuclear shell structure""",4-Jan,Individual,Maria Goeppert Mayer,1906-06-28,Kattowitz (Katowice),Germany (Poland),Poland,Female,University of California,"San Diego, CA",United States of America,POL,57.0
1964,Chemistry,The Nobel Prize in Chemistry 1964,"""for her determinations by X-ray techniques of the structures of important biochemical substances""",1-Jan,Individual,Dorothy Crowfoot Hodgkin,1910-05-12,Cairo,Egypt,Egypt,Female,University of Oxford,Oxford,United Kingdom,EGY,54.0
1964,Literature,The Nobel Prize in Literature 1964,"""for his work which, rich in ideas and filled with the spirit of freedom and the quest for truth, has exerted a far-reaching influence on our age""",1-Jan,Individual,Jean-Paul Sartre,1905-06-21,Paris,France,France,Male,,,,FRA,59.0
1964,Medicine,The Nobel Prize in Physiology or Medicine 1964,"""for their discoveries concerning the mechanism and regulation of the cholesterol and fatty acid metabolism""",2-Jan,Individual,Feodor Lynen,1911-04-06,Munich,Germany,Germany,Male,Max-Planck-Institut,Munich,Germany,DEU,53.0
1964,Medicine,The Nobel Prize in Physiology or Medicine 1964,"""for their discoveries concerning the mechanism and regulation of the cholesterol and fatty acid metabolism""",2-Jan,Individual,Konrad Bloch,1912-01-21,Neisse (Nysa),Germany (Poland),Poland,Male,Harvard University,"Cambridge, MA",United States of America,POL,52.0
1964,Peace,The Nobel Peace Prize 1964,,1-Jan,Individual,Martin Luther King Jr.,1929-01-15,"Atlanta, GA",United States of America,United States of America,Male,,,,USA,35.0
1964,Physics,The Nobel Prize in Physics 1964,"""for fundamental work in the field of quantum electronics, which has led to the construction of oscillators and amplifiers based on the maser-laser principle""",4-Jan,Individual,Aleksandr Mikhailovich Prokhorov,1916-07-11,Atherton,Australia,Australia,Male,P.N. Lebedev Physical Institute,Moscow,Russia,AUS,48.0
1964,Physics,The Nobel Prize in Physics 1964,"""for fundamental work in the field of quantum electronics, which has led to the construction of oscillators and amplifiers based on the maser-laser principle""",2-Jan,Individual,Charles Hard Townes,1915-07-28,"Greenville, SC",United States of America,United States of America,Male,Massachusetts Institute of Technology (MIT),"Cambridge, MA",United States of America,USA,49.0
1964,Physics,The Nobel Prize in Physics 1964,"""for fundamental work in the field of quantum electronics, which has led to the construction of oscillators and amplifiers based on the maser-laser principle""",4-Jan,Individual,Nicolay Gennadiyevich Basov,1922-12-14,Usman,Union of Soviet Socialist Republics (Russia),Russia,Male,P.N. Lebedev Physical Institute,Moscow,Russia,RUS,42.0
1965,Chemistry,The Nobel Prize in Chemistry 1965,"""for his outstanding achievements in the art of organic synthesis""",1-Jan,Individual,Robert Burns Woodward,1917-04-10,"Boston, MA",United States of America,United States of America,Male,Harvard University,"Cambridge, MA",United States of America,USA,48.0
1965,Literature,The Nobel Prize in Literature 1965,"""for the artistic power and integrity with which, in his epic of the Don, he has given expression to a historic phase in the life of the Russian people""",1-Jan,Individual,Mikhail Aleksandrovich Sholokhov,1905-05-24,Veshenskaya,Russia,Russia,Male,,,,RUS,60.0
1965,Medicine,The Nobel Prize in Physiology or Medicine 1965,"""for their discoveries concerning genetic control of enzyme and virus synthesis""",3-Jan,Individual,André Lwoff,1902-05-08,Ainay-le-Château,France,France,Male,Institut Pasteur,Paris,France,FRA,63.0
1965,Medicine,The Nobel Prize in Physiology or Medicine 1965,"""for their discoveries concerning genetic control of enzyme and virus synthesis""",3-Jan,Individual,François Jacob,1920-06-17,Nancy,France,France,Male,Institut Pasteur,Paris,France,FRA,45.0
1965,Medicine,The Nobel Prize in Physiology or Medicine 1965,"""for their discoveries concerning genetic control of enzyme and virus synthesis""",3-Jan,Individual,Jacques Monod,1910-02-09,Paris,France,France,Male,Institut Pasteur,Paris,France,FRA,55.0
1965,Peace,The Nobel Peace Prize 1965,,1-Jan,Organization,United Nations Children's Fund (UNICEF),,,,,,,,,,
1965,Physics,The Nobel Prize in Physics 1965,"""for their fundamental work in quantum electrodynamics, with deep-ploughing consequences for the physics of elementary particles""",3-Jan,Individual,Julian Schwinger,1918-02-12,"New York, NY",United States of America,United States of America,Male,Harvard University,"Cambridge, MA",United States of America,USA,47.0
1965,Physics,The Nobel Prize in Physics 1965,"""for their fundamental work in quantum electrodynamics, with deep-ploughing consequences for the physics of elementary particles""",3-Jan,Individual,Richard P. Feynman,1918-05-11,"New York, NY",United States of America,United States of America,Male,California Institute of Technology (Caltech),"Pasadena, CA",United States of America,USA,47.0
1965,Physics,The Nobel Prize in Physics 1965,"""for their fundamental work in quantum electrodynamics, with deep-ploughing consequences for the physics of elementary particles""",3-Jan,Individual,Sin-Itiro Tomonaga,1906-03-31,Kyoto,Japan,Japan,Male,Tokyo University of Education,Tokyo,Japan,JPN,59.0
1966,Chemistry,The Nobel Prize in Chemistry 1966,"""for his fundamental work concerning chemical bonds and the electronic structure of molecules by the molecular orbital method""",1-Jan,Individual,Robert S. Mulliken,1896-06-07,"Newburyport, MA",United States of America,United States of America,Male,University of Chicago,"Chicago, IL",United States of America,USA,70.0
1966,Literature,The Nobel Prize in Literature 1966,"""for her outstanding lyrical and dramatic writing, which interprets Israel's destiny with touching strength""",2-Jan,Individual,Nelly Sachs,1891-12-10,Berlin,Germany,Germany,Female,,,,DEU,75.0
1966,Literature,The Nobel Prize in Literature 1966,"""for his profoundly characteristic narrative art with motifs from the life of the Jewish people""",2-Jan,Individual,Shmuel Yosef Agnon,1888-07-17,Buczacz (Buchach),Austria-Hungary (Ukraine),Ukraine,Male,,,,UKR,78.0
1966,Medicine,The Nobel Prize in Physiology or Medicine 1966,"""for his discoveries concerning hormonal treatment of prostatic cancer""",2-Jan,Individual,Charles Brenton Huggins,1901-09-22,Halifax,Canada,Canada,Male,University of Chicago,"Chicago, IL",United States of America,CAN,65.0
1966,Medicine,The Nobel Prize in Physiology or Medicine 1966,"""for his discovery of tumour-inducing viruses""",2-Jan,Individual,Peyton Rous,1879-10-05,"Baltimore, MD",United States of America,United States of America,Male,Rockefeller University,"New York, NY",United States of America,USA,87.0
1966,Physics,The Nobel Prize in Physics 1966,"""for the discovery and development of optical methods for studying Hertzian resonances in atoms""",1-Jan,Individual,Alfred Kastler,1902-05-03,Guebwiller,Germany (France),France,Male,École Normale Supérieure,Paris,France,FRA,64.0
1967,Chemistry,The Nobel Prize in Chemistry 1967,"""for their studies of extremely fast chemical reactions, effected by disturbing the equilibrium by means of very short pulses of energy""",4-Jan,Individual,George Porter,1920-12-06,Stainforth,United Kingdom,United Kingdom,Male,Royal Institution of Great Britain,London,United Kingdom,GBR,47.0
1967,Chemistry,The Nobel Prize in Chemistry 1967,"""for their studies of extremely fast chemical reactions, effected by disturbing the equilibrium by means of very short pulses of energy""",2-Jan,Individual,Manfred Eigen,1927-05-09,Bochum,Germany,Germany,Male,Max-Planck-Institut,Göttingen,Germany,DEU,40.0
1967,Chemistry,The Nobel Prize in Chemistry 1967,"""for their studies of extremely fast chemical reactions, effected by disturbing the equilibrium by means of very short pulses of energy""",4-Jan,Individual,Ronald George Wreyford Norrish,1897-11-09,Cambridge,United Kingdom,United Kingdom,Male,Institute of Physical Chemistry,Cambridge,United Kingdom,GBR,70.0
1967,Literature,The Nobel Prize in Literature 1967,"""for his vivid literary achievement, deep-rooted in the national traits and traditions of Indian peoples of Latin America""",1-Jan,Individual,Miguel Angel Asturias,1899-10-19,Guatemala City,Guatemala,Guatemala,Male,,,,GTM,68.0
1967,Medicine,The Nobel Prize in Physiology or Medicine 1967,"""for their discoveries concerning the primary physiological and chemical visual processes in the eye""",3-Jan,Individual,George Wald,1906-11-18,"New York, NY",United States of America,United States of America,Male,Harvard University,"Cambridge, MA",United States of America,USA,61.0
1967,Medicine,The Nobel Prize in Physiology or Medicine 1967,"""for their discoveries concerning the primary physiological and chemical visual processes in the eye""",3-Jan,Individual,Haldan Keffer Hartline,1903-12-22,"Bloomsburg, PA",United States of America,United States of America,Male,Rockefeller University,"New York, NY",United States of America,USA,64.0
1967,Medicine,The Nobel Prize in Physiology or Medicine 1967,"""for their discoveries concerning the primary physiological and chemical visual processes in the eye""",3-Jan,Individual,Ragnar Granit,1900-10-30,Helsinki,Russian Empire (Finland),Finland,Male,Karolinska Institutet,Stockholm,Sweden,FIN,67.0
1967,Physics,The Nobel Prize in Physics 1967,"""for his contributions to the theory of nuclear reactions, especially his discoveries concerning the energy production in stars""",1-Jan,Individual,Hans Albrecht Bethe,1906-07-02,Strassburg (Strasbourg),Germany (France),France,Male,Cornell University,"Ithaca, NY",United States of America,FRA,61.0
1968,Chemistry,The Nobel Prize in Chemistry 1968,"""for the discovery of the reciprocal relations bearing his name, which are fundamental for the thermodynamics of irreversible processes""",1-Jan,Individual,Lars Onsager,1903-11-27,Kristiania (Oslo),Norway,Norway,Male,Yale University,"New Haven, CT",United States of America,NOR,65.0
1968,Literature,The Nobel Prize in Literature 1968,"""for his narrative mastery, which with great sensibility expresses the essence of the Japanese mind""",1-Jan,Individual,Yasunari Kawabata,1899-06-11,Osaka,Japan,Japan,Male,,,,JPN,69.0
1968,Medicine,The Nobel Prize in Physiology or Medicine 1968,"""for their interpretation of the genetic code and its function in protein synthesis""",3-Jan,Individual,Har Gobind Khorana,1922-01-09,Raipur,India,India,Male,University of Wisconsin,"Madison, WI",United States of America,IND,46.0
1968,Medicine,The Nobel Prize in Physiology or Medicine 1968,"""for their interpretation of the genetic code and its function in protein synthesis""",3-Jan,Individual,Marshall W. Nirenberg,1927-04-10,"New York, NY",United States of America,United States of America,Male,National Institutes of Health,"Bethesda, MD",United States of America,USA,41.0
1968,Medicine,The Nobel Prize in Physiology or Medicine 1968,"""for their interpretation of the genetic code and its function in protein synthesis""",3-Jan,Individual,Robert W. Holley,1922-01-28,"Urbana, IL",United States of America,United States of America,Male,Cornell University,"Ithaca, NY",United States of America,USA,46.0
1968,Peace,The Nobel Peace Prize 1968,,1-Jan,Individual,René Cassin,1887-10-05,Bayonne,France,France,Male,,,,FRA,81.0
1968,Physics,The Nobel Prize in Physics 1968,"""for his decisive contributions to elementary particle physics, in particular the discovery of a large number of resonance states, made possible through his development of the technique of using hydrogen bubble chamber and data analysis""",1-Jan,Individual,Luis Walter Alvarez,1911-06-13,"San Francisco, CA",United States of America,United States of America,Male,University of California,"Berkeley, CA",United States of America,USA,57.0
1969,Chemistry,The Nobel Prize in Chemistry 1969,"""for their contributions to the development of the concept of conformation and its application in chemistry""",2-Jan,Individual,Derek H. R. Barton,1918-09-08,Gravesend,United Kingdom,United Kingdom,Male,Imperial College,London,United Kingdom,GBR,51.0
1969,Chemistry,The Nobel Prize in Chemistry 1969,"""for their contributions to the development of the concept of conformation and its application in chemistry""",2-Jan,Individual,Odd Hassel,1897-05-17,Kristiania (Oslo),Norway,Norway,Male,University of Oslo,Oslo,Norway,NOR,72.0
1969,Economics,The Sveriges Riksbank Prize in Economic Sciences 1969,"""for having developed and applied dynamic models for the analysis of economic processes""",2-Jan,Individual,Jan Tinbergen,1903-04-12,the Hague,Netherlands,Netherlands,Male,The Netherlands School of Economics,Rotterdam,Netherlands,NLD,66.0
1969,Economics,The Sveriges Riksbank Prize in Economic Sciences 1969,"""for having developed and applied dynamic models for the analysis of economic processes""",2-Jan,Individual,Ragnar Frisch,1895-03-03,Oslo,Norway,Norway,Male,University of Oslo,Oslo,Norway,NOR,74.0
1969,Literature,The Nobel Prize in Literature 1969,"""for his writing, which - in new forms for the novel and drama - in the destitution of modern man acquires its elevation""",1-Jan,Individual,Samuel Beckett,1906-04-13,Dublin,Ireland,Ireland,Male,,,,IRL,63.0
1969,Medicine,The Nobel Prize in Physiology or Medicine 1969,"""for their discoveries concerning the replication mechanism and the genetic structure of viruses""",3-Jan,Individual,Alfred D. Hershey,1908-12-04,"Owosso, MI",United States of America,United States of America,Male,Carnegie Institution of Washington,"New York, NY",United States of America,USA,61.0
1969,Medicine,The Nobel Prize in Physiology or Medicine 1969,"""for their discoveries concerning the replication mechanism and the genetic structure of viruses""",3-Jan,Individual,Max Delbrück,1906-09-04,Berlin,Germany,Germany,Male,California Institute of Technology (Caltech),"Pasadena, CA",United States of America,DEU,63.0
